pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-08-17,82.0,2.36,5.81,"Burleson, Alec",676475,592288,strikeout,swinging_strike,,,,,13.0,Alec Burleson strikes out swinging.,R,L,L,CIN,STL,S,2.0,,1,2,2026,1.34,0.08,-0.443143112486021,1.3779405922476022,,691023.0,,1,5,Top,,,,,,,-8.827884129706588,-119.15958429934184,-3.38599989596188,14.45885857571596,21.61969145295868,-30.930381495383752,3.215616798,1.622834646,,,,81.6,1747.0,6.0,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.5,,0.0,0.0,1.0,0.0,0.0,,39,4,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,114.0,0.027,-0.198,77.0,8.4,2.750663292,,0.198,,-1,1,0.351,0.649,34,27,34,28,3,2,,1.0,,0.0,3.3,1.34,1.34,20.7,21.042391949438542,-10.36707324054056,40.937539504800505,33.04252123027108,42.07783786143772
FF,2026-08-17,91.4,1.32,5.38,"Montgomery, Braden",695731,684007,,ball,,,,,12.0,,R,R,L,CHC,CWS,B,,,1,1,2026,1.0,1.53,0.8813236866465921,4.982481219149189,,,678246.0,1,6,Top,,,,,,,-3.257017407943476,-133.02977298698332,1.666458058859384,12.563920117904386,30.198721207897727,-14.748182820148353,3.284071522,1.65738189,,,,90.8,2580.0,6.0,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.45,,,,,,,,48,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Standard,145.0,-0.008,0.064,,,,,-0.064,,1,-1,0.657,0.3429999999999999,32,23,33,23,3,2,6.0,1.0,,1.0,1.21,1.0,-1.0,37.8,,,,,
ST,2026-08-17,79.0,2.31,5.89,"Burleson, Alec",676475,592288,,ball,,,,,13.0,,R,L,L,CIN,STL,B,,,0,2,2026,-1.74,-0.16,-2.7212045197287225,2.1283824639315574,,691023.0,,1,5,Top,,,,,,,-7.428433357463792,-114.76856326536344,-0.7731314200886812,-13.807636028741197,23.25136574320337,-33.69128727846776,3.215616798,1.622834646,,,,78.0,2608.0,5.9,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.61,,,,,,,,39,3,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,295.0,-0.004,0.035,,,,,-0.035,,-1,1,0.355,0.645,34,27,34,28,3,2,,1.0,,0.0,3.86,-1.74,-1.74,21.5,,,,,
FS,2026-08-17,82.2,1.42,5.31,"Montgomery, Braden",695731,684007,,ball,,,,,14.0,,R,R,L,CHC,CWS,B,,,0,1,2026,1.23,0.28,1.5031145982951808,2.229718564465073,,,678246.0,1,6,Top,,,,,,,-2.2477543731916065,-119.84683196310992,-0.8519316114637382,12.302705501066244,21.874364364951585,-29.556635013787005,3.284071522,1.65738189,,,,82.6,1244.0,6.3,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.17,,,,,,,,48,2,Split-Finger,4,3,3,4,3,4,3,4,Infield shade,Standard,121.0,-0.005,0.029,,,,,-0.029,,1,-1,0.662,0.3379999999999999,32,23,33,23,3,2,6.0,1.0,,1.0,3.07,1.23,-1.23,35.3,,,,,
SI,2026-08-17,92.2,0.91,5.82,"Yorke, Nick",694377,664285,double,hit_into_play,,,,,4.0,Nick Yorke doubles (4) on a sharp line drive to left fielder Brett Callahan. Nick Gonzales scores. Rafael Flores Jr. scores. Jake Mangum scores.,R,R,L,PIT,DET,X,7.0,line_drive,3,1,2026,1.24,0.51,-0.5054413110217191,2.386481882681296,693304.0,804668.0,663968.0,2,6,Bot,38.12,106.17,,,,,-6.256488228307421,-134.09303971747053,-3.742299110433697,16.373595842393343,30.55731297981021,-25.45870700219472,3.185777559,1.607775591,274.0,111.0,14.0,91.3,2022.0,5.9,823343,693307,690993,701678,805808,595879,814430,703601,656716,54.62,0.703,0.809,1.25,1.0,1.0,1.0,6.0,62,5,Sinker,1,8,1,8,8,4,4,8,Standard,Standard,129.0,0.048,0.593,75.9,7.7,,1.199,-0.593,111.0,-7,-7,0.033,0.033,32,24,33,24,3,2,5.0,1.0,,,2.19,1.24,-1.24,40.3,14.535907562163986,-13.774257602509415,40.95478058601486,28.920637185741867,34.37900194697465
FF,2026-08-17,94.2,0.87,5.34,"Marte, Noelvi",682622,687273,,ball,,,,,13.0,,R,R,L,CIN,STL,B,,,1,2,2026,0.18,1.27,-1.939850840369256,1.491882584112465,,,,2,4,Bot,,,,,,,-7.661626801636186,-137.0332035114414,-7.0105850213452925,3.845698689210571,27.202705969839016,-14.84770675943199,3.298113517,1.664468504,,,,95.3,2356.0,6.7,824514,686780,676475,665877,691458,691026,695491,677592,691023,53.8,,,,,,,,36,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,162.0,0.002,0.041,,,,,-0.041,,-1,-1,0.372,0.372,25,24,26,25,2,1,16.0,2.0,,,1.28,0.18,-0.18,40.4,,,,,
SI,2026-08-17,94.7,2.14,6.2,"Navarreto, Brian",640459,650911,field_out,hit_into_play,,,,,6.0,"Brian Navarreto grounds out, second baseman Luis Arraez to first baseman Alec Bohm.",R,R,L,PHI,MIA,X,4.0,ground_ball,1,0,2026,1.4,0.2,0.621441297938794,2.352487075244416,,677870.0,665052.0,2,6,Top,150.94,151.01,,,,,-7.181246569424911,-137.66874294850703,-4.594075735898863,19.46887535179973,31.201963907541582,-28.816491997314312,3.235802165,1.633021654,5.0,107.7,-25.0,95.6,2032.0,6.9,823427,592663,664761,650333,681082,607208,669016,702222,547180,53.62,0.08,0.072,0.0,1.0,0.0,0.0,2.0,50,2,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,123.0,0.077,-0.314,72.3,6.9,,0.08,0.314,107.7,1,-1,0.663,0.3369999999999999,29,31,30,32,3,2,6.0,1.0,,1.0,2.35,1.4,-1.4,32.5,-4.220219995739528,21.401436087708404,28.29426843443216,41.90966257851174,14.62122743370774
SL,2026-08-17,87.1,1.95,6.5,"Rumfield, TJ",681198,605483,field_out,hit_into_play,,,,,7.0,"TJ Rumfield grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,L,L,COL,LAD,X,6.0,ground_ball,1,2,2026,-0.37,0.59,-0.4199802521969237,1.7162392367031922,,,,2,6,Bot,124.95,142.05,,,,,-4.869694242702949,-126.86920687198312,-6.4845107716333965,-3.3592620883190207,19.84129138734472,-24.81552257738539,3.422736221,1.727362205,111.0,87.4,6.0,88.6,2359.0,6.7,824320,676439,518692,669242,571970,605141,606192,681624,663656,53.83,0.446,0.423,0.0,1.0,0.0,0.0,4.0,55,4,Slider,1,10,1,10,10,1,1,10,Infield shade,Standard,181.0,-0.001,-0.179,69.8,6.2,,0.516,0.179,88.0,-9,-9,0.003,0.003,33,26,34,26,3,2,6.0,2.0,,1.0,2.35,-0.37,-0.37,58.9,6.425283806555461,4.490236300019567,38.235080444736695,37.77061529352756,33.038551263975094
CU,2026-08-17,77.0,0.92,5.41,"Marte, Noelvi",682622,687273,,foul,,,,,8.0,,R,R,L,CIN,STL,S,,,1,1,2026,-0.98,-0.85,-0.1964661925202555,1.7040334937380042,,,,2,4,Bot,,,,,,,-0.5293832418487088,-112.090956663907,0.9296598357195384,-8.11676970338832,20.687811842093573,-39.678739618208326,3.298113517,1.664468504,22.0,102.7,-5.0,77.4,2368.0,6.6,824514,686780,676475,665877,691458,691026,695491,677592,691023,53.91,,,,,,,,36,3,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,321.0,-0.003,-0.066,75.7,7.9,,,0.066,102.7,-1,-1,0.375,0.375,25,24,26,25,2,1,16.0,2.0,,,4.69,-0.98,0.98,44.6,13.051274982777413,-20.72245256416312,31.86619868572744,34.23281786970185,51.83000586579354
SL,2026-08-17,85.4,2.24,6.1,"Burleson, Alec",676475,592288,,foul,,,,,11.0,,R,L,L,CIN,STL,S,,,0,1,2026,0.21,0.85,-0.6033782841719497,3.630952556635404,,691023.0,,1,5,Top,,,,,,,-6.954681079177864,-124.44954776248126,-1.2198489302511528,3.348881767394492,19.53508151598603,-23.17675509185068,3.215616798,1.622834646,157.0,83.9,67.0,85.2,2338.0,5.6,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.9,,,,,,,,39,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,136.0,0.009,-0.075,66.8,6.7,,,0.075,88.0,-1,1,0.346,0.654,34,27,34,28,3,2,,1.0,,0.0,2.21,0.21,0.21,27.0,13.743931627575796,10.96928848903477,26.96210929471818,35.419894184037545,23.569000907537013
FS,2026-08-17,81.9,1.37,5.34,"Montgomery, Braden",695731,684007,,swinging_strike,,,,,14.0,,R,R,L,CHC,CWS,S,,,0,0,2026,1.07,0.24,0.2817321523432881,1.1746627772812723,,,678246.0,1,6,Top,,,,,,,-4.523016323792534,-119.24392167440968,-3.1471975693463192,11.096982661769346,20.80247208105577,-29.545250234721298,3.284071522,1.65738189,,,,82.2,1292.0,6.3,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.22,,,,,,,,48,1,Split-Finger,4,3,3,4,3,4,3,4,Infield shade,Standard,125.0,0.007,-0.04,73.8,7.9,9.06920316,,0.04,,1,-1,0.655,0.345,32,23,33,23,3,2,6.0,1.0,,1.0,3.13,1.07,-1.07,36.1,22.76847611077557,-30.572991634567806,37.89779869378673,41.429332074069485,51.048748672673895
SI,2026-08-17,94.3,0.6,5.97,"Yorke, Nick",694377,664285,,ball,,,,,12.0,,R,R,L,PIT,DET,B,,,2,1,2026,1.18,0.42,0.3563986303461728,4.098290607860543,693304.0,804668.0,663968.0,2,6,Bot,,,,,,,-3.2404359468117088,-137.24855569737787,0.0714229927132371,15.613694361996526,32.40814357334168,-27.10468845421854,3.185777559,1.607775591,,,,92.8,2234.0,5.6,823343,693307,690993,701678,805808,595879,814430,703601,656716,54.94,,,,,,,,62,4,Sinker,1,8,1,8,8,1,1,8,Standard,Standard,143.0,0.006,0.12,,,,,-0.12,,-7,-7,0.027,0.027,32,24,33,24,3,2,5.0,1.0,,,2.15,1.18,-1.18,48.6,,,,,
FF,2026-08-17,91.7,1.09,5.28,"Marte, Noelvi",682622,687273,,ball,,,,,12.0,,R,R,L,CIN,STL,B,,,0,1,2026,0.46,1.27,1.3129700326883864,2.674067412940742,,,,2,4,Bot,,,,,,,-0.4535224549845891,-133.55621612596883,-3.3669544536934963,5.610684660857316,29.143631017627204,-16.44422867166592,3.298113517,1.664468504,,,,92.4,2131.0,6.7,824514,686780,676475,665877,691458,691026,695491,677592,691023,53.83,,,,,,,,36,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,150.0,0.001,0.029,,,,,-0.029,,-1,-1,0.374,0.374,25,24,26,25,2,1,16.0,2.0,,,1.44,0.46,-0.46,35.4,,,,,
SL,2026-08-17,87.0,2.02,6.41,"Rumfield, TJ",681198,605483,,ball,,,,,13.0,,R,L,L,COL,LAD,B,,,0,2,2026,-0.41,0.45,-1.5642579839479829,1.3460266930967433,,,,2,6,Bot,,,,,,,-7.6844862386487796,-126.59272802861088,-6.836740602304115,-3.286773549362482,19.85149953030705,-26.2929752185438,3.422736221,1.727362205,,,,88.5,2306.0,6.7,824320,676439,518692,669242,571970,605141,606192,681624,663656,53.79,,,,,,,,55,3,Slider,1,10,1,10,10,1,1,10,Infield shade,Standard,163.0,0.0,0.025,,,,,-0.025,,-9,-9,0.003,0.003,33,26,34,26,3,2,6.0,2.0,,1.0,2.51,-0.41,-0.41,56.3,,,,,
FF,2026-08-17,90.8,1.3,5.38,"Grichuk, Randal",545341,684007,field_out,hit_into_play,,,,,4.0,Randal Grichuk flies out to right fielder Seiya Suzuki.,R,R,L,CHC,CWS,X,9.0,fly_ball,1,1,2026,0.98,1.42,-0.2773874799827912,2.167111634712369,,,678246.0,0,6,Top,162.45,121.79,,,,,-6.018867053467772,-132.06395478013482,-4.979043747345191,12.808505567425092,29.01882526651556,-14.680651617466436,3.208595801,1.619291339,225.0,91.5,57.0,90.6,2513.0,6.2,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.26,0.011,0.016,0.0,1.0,0.0,0.0,3.0,47,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Standard,145.0,0.052,-0.233,75.3,7.3,,0.025,0.233,91.5,1,-1,0.603,0.397,32,34,33,35,3,2,6.0,1.0,,1.0,1.35,0.98,-0.98,37.2,6.934952886612528,-4.525045518979864,29.73282904518508,34.754553832505906,31.433644731675365
SI,2026-08-17,88.6,1.98,6.18,"Burleson, Alec",676475,592288,,called_strike,,,,,7.0,,R,L,L,CIN,STL,S,,,0,0,2026,1.17,0.8,-0.726395223769783,1.9778016588533796,,691023.0,,1,5,Top,,,,,,,-8.89472714964572,-128.78825424676873,-5.685220596463601,14.761254628210605,22.95675222770739,-22.2705153347336,3.215616798,1.622834646,,,,88.2,2102.0,5.8,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.73,,,,,,,,39,1,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,129.0,0.006,-0.048,,,,,0.048,,-1,1,0.34,0.6599999999999999,34,27,34,28,3,2,,1.0,,0.0,2.08,1.17,1.17,27.7,,,,,
CH,2026-08-17,90.1,0.88,5.82,"Yorke, Nick",694377,664285,,blocked_ball,,,,,14.0,,R,R,L,PIT,DET,B,,,1,1,2026,1.28,0.35,0.6087695373836702,0.5903894834428107,693304.0,804668.0,663968.0,2,6,Bot,,,,,,,-3.421769966147616,-131.11448097370905,-7.491499891946235,15.568507415060578,25.957677923561405,-26.82606850066833,3.185777559,1.607775591,,,,89.7,1735.0,5.9,823343,693307,690993,701678,805808,595879,814430,703601,656716,54.57,,,,,,,,62,3,Changeup,1,8,1,8,8,1,1,8,Standard,Standard,139.0,0.003,0.068,,,,,-0.068,,-7,-7,0.024,0.024,32,24,33,24,3,2,5.0,1.0,,,2.44,1.28,-1.28,42.1,,,,,
CH,2026-08-17,87.0,2.21,6.19,"Navarreto, Brian",640459,650911,,ball,,,,,12.0,,R,R,L,PHI,MIA,B,,,0,0,2026,1.48,0.11,1.3641427969051982,2.494673149163559,,677870.0,665052.0,2,6,Top,,,,,,,-5.179349294654086,-126.59744867205258,-2.718369567397045,16.94400633138947,25.593379865035395,-30.634171278733703,3.235802165,1.633021654,,,,88.4,2058.0,7.2,823427,592663,664761,650333,681082,607208,669016,702222,547180,53.34,,,,,,,,50,1,Changeup,2,1,1,2,1,2,1,2,Standard,Standard,113.0,-0.005,0.028,,,,,-0.028,,1,-1,0.668,0.3319999999999999,29,31,30,32,3,2,6.0,1.0,,1.0,2.9,1.48,-1.48,31.0,,,,,
CU,2026-08-17,80.1,0.92,5.7,"Yorke, Nick",694377,664285,,ball,,,,,13.0,,R,R,L,PIT,DET,B,,,0,1,2026,-1.13,-1.15,-1.147094180821695,1.0864416470590488,693304.0,804668.0,663968.0,2,6,Bot,,,,,,,-2.3294615597942947,-116.67741289062064,-0.9965565318338484,-9.75678666698283,23.76095756778121,-42.62296308711748,3.185777559,1.607775591,,,,79.2,3016.0,5.8,823343,693307,690993,701678,805808,595879,814430,703601,656716,54.73,,,,,,,,62,2,Curveball,1,8,1,8,8,1,1,8,Standard,Standard,315.0,0.001,0.022,,,,,-0.022,,-7,-7,0.023,0.023,32,24,33,24,3,2,5.0,1.0,,,4.72,-1.13,1.13,41.9,,,,,
SI,2026-08-17,94.8,2.07,6.16,"Conine, Griffin",665052,650911,single,hit_into_play,,,,,6.0,Griffin Conine singles on a line drive to left fielder Brandon Marsh. Otto Lopez scores. Leo Jiménez to 2nd.,R,L,L,PHI,MIA,X,7.0,line_drive,0,1,2026,1.31,0.66,0.5023510218698892,2.6218486184490564,,672640.0,677870.0,2,6,Top,48.68,117.73,,,,,-7.107737323273169,-137.89636364062187,-4.972830480823356,18.241998669932794,26.59396866685023,-22.861988219728588,3.234046916,1.632135827,220.0,89.7,12.0,96.4,1939.0,6.9,823427,592663,664761,650333,681082,607208,669016,702222,547180,53.57,0.854,0.808,0.9,1.0,1.0,0.0,4.0,49,2,Sinker,2,0,0,2,1,2,1,2,Standard,Standard,119.0,-0.125,0.589,70.2,6.1,,0.982,-0.589,89.7,2,-2,0.793,0.2069999999999999,29,28,30,29,3,2,6.0,1.0,,1.0,1.85,1.31,1.31,36.8,-3.5622150093255445,23.31473937474743,30.441024188177423,33.97910837868399,19.917919562307212
SL,2026-08-17,84.9,2.31,6.1,"Walker, Jordan",691023,592288,double,hit_into_play,,,,,1.0,Jordan Walker doubles (27) on a line drive to left fielder Michael Toglia.,R,R,L,CIN,STL,X,7.0,line_drive,0,1,2026,0.02,0.8,-0.5914545834332655,3.483924581771605,,,,1,5,Top,45.11,112.47,,,,,-6.666397559165596,-123.6084435695621,-1.335258875059488,1.3098587882309214,20.380073724404838,-23.786271520875054,3.461351706,1.746850394,291.0,83.1,25.0,84.5,2350.0,5.6,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.88,0.206,0.188,1.25,1.0,1.0,1.0,3.0,38,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,144.0,-0.049,0.685,83.9,8.4,,0.267,-0.685,88.0,-1,1,0.389,0.611,34,24,34,24,3,2,,1.0,,0.0,2.31,0.02,-0.02,28.5,4.465740076475202,-7.338492623544536,17.112392428659103,35.33449223666584,38.89856823503163
SL,2026-08-17,88.9,1.94,6.44,"Rumfield, TJ",681198,605483,,swinging_strike,,,,,13.0,,R,L,L,COL,LAD,S,,,0,1,2026,0.05,0.4,-0.693219355698605,0.5282098075392043,,,,2,6,Bot,,,,,,,-6.535526496464341,-129.31385106058204,-9.176146546327306,1.6724358170859468,21.487363880397893,-26.26841516928873,3.422736221,1.727362205,,,,90.4,2322.0,6.8,824320,676439,518692,669242,571970,605141,606192,681624,663656,53.7,,,,,,,,55,2,Slider,1,10,1,10,10,1,1,10,Infield shade,Standard,161.0,0.0,-0.062,81.7,7.8,5.806893504,,0.062,,-9,-9,0.003,0.003,33,26,34,26,3,2,6.0,2.0,,1.0,2.44,0.05,0.05,58.8,19.95119247274964,-21.599841257537403,43.70871454269157,41.09924954771647,45.88395455466136
FF,2026-08-17,90.6,1.25,5.34,"Grichuk, Randal",545341,684007,,swinging_strike,,,,,2.0,,R,R,L,CHC,CWS,S,,,1,0,2026,0.99,1.43,0.2326556772718728,2.892775119837333,,,678246.0,0,6,Top,,,,,,,-4.655113634116806,-131.90216476590922,-3.096003279466905,12.588627080470037,29.084241153967724,-15.010106046566271,3.208595801,1.619291339,,,,90.5,2536.0,6.3,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.22,,,,,,,,47,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Standard,143.0,0.012,-0.054,77.3,7.3,0.505491252,,0.054,,1,-1,0.591,0.409,32,34,33,35,3,2,6.0,1.0,,1.0,1.35,0.99,-0.99,36.7,8.7597692511444,4.13189136689838,23.29831159707336,41.65980049119543,25.089534056485174
FF,2026-08-17,93.6,1.15,5.24,"Marte, Noelvi",682622,687273,,called_strike,,,,,12.0,,R,R,L,CIN,STL,S,,,0,0,2026,0.48,1.32,0.8498018360824366,2.8466399133592493,,,,2,4,Bot,,,,,,,-1.867982642135137,-136.32303019050238,-3.258323170603428,6.398122087170791,29.922833981499124,-15.15257143822444,3.298113517,1.664468504,,,,94.5,2161.0,6.8,824514,686780,676475,665877,691458,691026,695491,677592,691023,53.75,,,,,,,,36,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,154.0,-0.002,-0.043,,,,,0.043,,-1,-1,0.376,0.376,25,24,26,25,2,1,16.0,2.0,,,1.27,0.48,-0.48,37.1,,,,,
SI,2026-08-17,94.3,2.1,6.23,"Conine, Griffin",665052,650911,,foul,,,,,12.0,,R,L,L,PHI,MIA,S,,,0,0,2026,1.5,0.57,1.0632996439684432,3.205180245764082,,672640.0,677870.0,2,6,Top,,,,,,,-6.13881777416427,-137.2047114177944,-3.318952459176141,20.331573577027186,29.079372634437515,-24.385406938675068,3.234046916,1.632135827,186.0,66.0,46.0,95.5,2078.0,6.9,823427,592663,664761,650333,681082,607208,669016,702222,547180,53.59,,,,,,,,49,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,125.0,0.009,-0.037,70.6,6.1,,,0.037,88.0,2,-2,0.784,0.2159999999999999,29,28,30,29,3,2,6.0,1.0,,1.0,1.98,1.5,1.5,34.0,4.559968438092736,15.102218330837076,26.8512921483846,27.30205763747466,22.55156448058905
ST,2026-08-17,77.6,2.43,5.87,"Walker, Jordan",691023,592288,,foul,,,,,5.0,,R,R,L,CIN,STL,S,,,0,0,2026,-1.52,-0.07,-0.0860967143551161,2.4398902761371524,,,,1,5,Top,,,,,,,-2.463623679153455,-112.9664375008684,-0.0482980450095016,-12.501012897544626,21.526317556293584,-33.02201061945506,3.461351706,1.746850394,118.0,70.0,73.0,76.8,2559.0,5.8,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.72,,,,,,,,38,1,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,297.0,0.003,-0.041,79.4,8.0,,,0.041,88.0,-1,1,0.386,0.614,34,24,34,24,3,2,,1.0,,0.0,3.87,-1.52,1.52,20.0,1.4383421508226226,-1.257526687977076,28.824039671823392,41.037919946981376,33.964464580451065
SI,2026-08-17,94.5,0.82,5.9,"Yorke, Nick",694377,664285,,swinging_strike,,,,,2.0,,R,R,L,PIT,DET,S,,,0,0,2026,1.4,0.52,0.2408838232414709,2.891944393687061,693304.0,804668.0,663968.0,2,6,Bot,,,,,,,-4.615713274607089,-137.52146817517658,-3.0554620846205305,18.81973099952615,32.949604946243646,-25.085869292674637,3.185777559,1.607775591,,,,93.3,2269.0,5.8,823343,693307,690993,701678,805808,595879,814430,703601,656716,54.72,,,,,,,,62,1,Sinker,1,8,1,8,8,1,1,8,Standard,Standard,147.0,-0.002,-0.039,75.3,7.2,0.534504108,,0.039,,-7,-7,0.025,0.025,32,24,33,24,3,2,5.0,1.0,,,2.05,1.4,-1.4,44.2,7.8925529142747965,15.702466400445411,36.786457628132624,38.17316752491877,18.07224295076019
CH,2026-08-17,84.0,1.5,4.96,"McLain, Matt",680574,687273,field_out,hit_into_play,,,,,9.0,"Matt McLain grounds out, shortstop Masyn Winn to first baseman Alec Burleson.",R,R,L,CIN,STL,X,6.0,ground_ball,2,1,2026,1.24,0.73,0.3111841419618073,1.6468748737035193,,,,1,4,Bot,110.76,154.22,,,,,-5.263820919829837,-122.24081732997556,-2.5774782038865385,13.48793579605766,22.300044186719276,-24.56716128625122,3.047112861,1.537795276,10.0,73.7,-10.0,84.8,1616.0,6.7,824514,686780,676475,665877,691458,691026,695491,677592,691023,53.85,0.049,0.044,0.0,1.0,0.0,0.0,2.0,35,4,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,114.0,-0.025,-0.311,74.3,7.4,,0.052,0.311,88.0,-1,-1,0.401,0.401,25,26,26,27,2,1,16.0,1.0,,0.0,2.48,1.24,-1.24,28.3,15.023022512825936,-7.161646465827292,36.40195022178565,38.990981414202935,42.52667785816532
SL,2026-08-17,88.3,1.97,6.45,"Rumfield, TJ",681198,605483,,swinging_strike,,,,,13.0,,R,L,L,COL,LAD,S,,,0,0,2026,-0.43,0.47,-1.3465884229495877,1.2694840492029642,,,,2,6,Bot,,,,,,,-7.112154615453123,-128.46067164525877,-7.42063930523371,-3.618958827579628,21.04458935830569,-25.766025929754143,3.422736221,1.727362205,,,,89.6,2429.0,6.6,824320,676439,518692,669242,571970,605141,606192,681624,663656,53.85,,,,,,,,55,1,Slider,1,10,1,10,10,1,1,10,Infield shade,Standard,174.0,0.0,-0.043,71.1,7.7,15.506299416,,0.043,,-9,-9,0.003,0.003,33,26,34,26,3,2,6.0,2.0,,1.0,2.4,-0.43,-0.43,56.7,27.523705255077548,-29.747184878714094,30.230620712831964,48.56785915016334,55.47499965451301
FF,2026-08-17,91.0,1.27,5.38,"Grichuk, Randal",545341,684007,,ball,,,,,11.0,,R,R,L,CHC,CWS,B,,,0,0,2026,1.02,1.54,-0.1618197713368943,3.7600919377981503,,,678246.0,0,6,Top,,,,,,,-5.780817071772395,-132.3039908010721,-1.3135508642403069,13.282005993180842,30.27354362289867,-14.104520957920077,3.208595801,1.619291339,,,,90.6,2561.0,6.3,824641,608348,683737,699393,608324,663538,664023,691718,673548,54.23,,,,,,,,47,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Standard,142.0,-0.009,0.037,,,,,-0.037,,1,-1,0.6,0.4,32,34,33,35,3,2,6.0,1.0,,1.0,1.23,1.02,-1.02,38.0,,,,,
SI,2026-08-17,87.3,2.39,6.07,"Herrera, Iván",671056,592288,field_out,hit_into_play,,,,,2.0,Iván Herrera flies out sharply to left fielder Michael Toglia.,R,R,L,CIN,STL,X,7.0,fly_ball,3,2,2026,1.56,0.23,0.2347028124897467,2.9002490915028853,,,,0,5,Top,40.51,103.61,,,,,-8.301858099505635,-126.80922849551396,-1.6491042963344285,18.59127144893924,28.970960480664942,-29.57890607674382,3.173490814,1.601574803,315.0,100.4,49.0,86.0,2089.0,5.8,824514,663886,701398,680574,663647,682829,669911,667472,682622,54.69,0.014,0.019,0.0,1.0,0.0,0.0,3.0,37,7,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,127.0,0.03,-0.343,75.3,7.9,,0.032,0.343,100.4,-1,1,0.356,0.644,34,26,34,26,3,2,,1.0,,0.0,2.8,1.56,-1.56,29.5,23.49222094250671,-17.63196869685554,23.230711881513223,38.38806585194798,42.98870815128908
